Open,High,Low,Close,Volume,Date
88.97631857972549,90.4263244711382,87.91364821898763,88.5095443725586,28131200,2023-01-03 00:00:00-05:00
89.73110905085134,90.02905710848832,86.67220495736261,87.4766616821289,34854800,2023-01-04 00:00:00-05:00
86.87084008200145,86.97015357614328,85.31159473485968,85.60953521728516,27194400,2023-01-05 00:00:00-05:00
86.19550170469084,87.0893383476196,84.2787216281847,86.74172973632812,41381500,2023-01-06 00:00:00-05:00
87.75474345560666,89.4331695495465,87.25816840553064,87.41706848144531,29003900,2023-01-09 00:00:00-05:00
85.3910499346821,88.06261858260312,85.24207590250592,87.8143310546875,30467800,2023-01-10 00:00:00-05:00
88.56912181311864,90.97254311699143,88.40028812303342,90.8930892944336,26862000,2023-01-11 00:00:00-05:00
90.85338408510943,91.24071205887914,89.1352308965623,90.50577545166016,30258100,2023-01-12 00:00:00-05:00
90.22768590186173,91.55851098824732,89.51261661092427,91.4889907836914,26329200,2023-01-13 00:00:00-05:00
91.42940278257716,91.6181037407099,89.43317638425138,90.66468048095703,32602400,2023-01-17 00:00:00-05:00
91.50885948679696,92.16434226058483,90.01913417597157,90.495849609375,29116700,2023-01-18 00:00:00-05:00
90.09858641353043,92.96878985532521,90.00919895635575,92.41262817382812,37000400,2023-01-19 00:00:00-05:00
94.44857523506278,97.62666017673301,94.36912140666584,97.34857177734375,63191100,2023-01-20 00:00:00-05:00
97.27904526354224,99.35473282728917,96.8321307677752,99.1064453125,40005100,2023-01-23 00:00:00-05:00
97.42803093472394,98.9276898249223,96.5341942592039,97.03076934814453,33078500,2023-01-24 00:00:00-05:00
94.91535002569492,95.50131249561478,93.1177508589254,94.5677490234375,42330000,2023-01-25 00:00:00-05:00
95.83899512609038,96.90166554616475,94.72666416473407,96.85200500488281,30114000,2023-01-26 00:00:00-05:00
96.6434441075587,99.63282834879519,96.6434441075587,98.68933868408203,33879800,2023-01-27 00:00:00-05:00
96.8122800793185,97.61672927716072,95.73967609743931,96.2759780883789,27226200,2023-01-30 00:00:00-05:00
96.20646430337597,98.20269078514632,96.15680376164374,98.1629638671875,29870700,2023-01-31 00:00:00-05:00
98.03385353408179,100.49686931883123,96.91159655644073,99.74207305908203,35531100,2023-02-01 00:00:00-05:00
105.07528520126132,107.11123839079693,104.88658425472231,107.00199127197266,69883800,2023-02-02 00:00:00-05:00
102.22494486291488,107.07151484914603,101.87734382713276,104.06227111816406,65309300,2023-02-03 00:00:00-05:00
