Open,High,Low,Close,Volume,Date
11.536145904877582,11.58955436112872,11.322513777670256,11.402626037597656,3347009,2023-01-03 00:00:00+11:00
11.598454272594784,11.611806597972194,11.487187441145377,11.518342018127441,4670628,2023-01-04 00:00:00+11:00
11.723073868381748,11.776481474094075,11.669665413770835,11.705270767211914,5305786,2023-01-05 00:00:00+11:00
11.767580772407744,11.780932249386533,11.68301773964821,11.705270767211914,3452241,2023-01-06 00:00:00+11:00
11.838791847229004,11.923354882616682,11.767581138133679,11.838791847229004,3712351,2023-01-09 00:00:00+11:00
11.838791725508273,11.856593978149762,11.687468758011883,11.79428482055664,2707412,2023-01-10 00:00:00+11:00
11.79428482055664,11.86549552891981,11.749777915605007,11.79428482055664,3182455,2023-01-11 00:00:00+11:00
11.945606981814624,11.945606981814624,11.825438601225256,11.865494728088379,4427305,2023-01-12 00:00:00+11:00
12.007917359182073,12.101381947689152,11.94560819944311,11.999015808105469,4452428,2023-01-13 00:00:00+11:00
12.18594452784562,12.239352987123024,12.114733814741525,12.15924072265625,4184858,2023-01-16 00:00:00+11:00
12.19484595966534,12.266056672071375,12.096931442331703,12.114733695983887,4118929,2023-01-17 00:00:00+11:00
12.23935276152458,12.23935276152458,12.03462217734861,12.052424430847168,6474319,2023-01-18 00:00:00+11:00
12.15033931842543,12.239353135332774,12.079128604459024,12.230451583862305,4122786,2023-01-19 00:00:00+11:00
12.212648498605288,12.337266815115417,12.132536238620997,12.274957656860352,5288546,2023-01-20 00:00:00+11:00
12.328366952240117,12.328366952240117,12.177043972836836,12.230451583862305,3976954,2023-01-23 00:00:00+11:00
12.274958537044586,12.274958537044586,12.105833302982765,12.23935317993164,3405928,2023-01-24 00:00:00+11:00
12.239353106227144,12.239353106227144,12.114733932632948,12.203747749328613,4692410,2023-01-25 00:00:00+11:00
12.390675162964786,12.399576713751497,12.150338385115274,12.212648391723633,4232394,2023-01-27 00:00:00+11:00
12.239352271484458,12.301661429582643,12.168141562544076,12.24825382232666,4838260,2023-01-30 00:00:00+11:00
12.221549290456993,12.323915428355688,12.20374703749545,12.292760848999023,7367080,2023-01-31 00:00:00+11:00
12.319464819395112,12.452984689556448,12.297210941769135,12.408477783203125,6206152,2023-02-01 00:00:00+11:00
12.613208584996528,12.626560910907449,12.45743484496347,12.515294075012207,4170118,2023-02-02 00:00:00+11:00
12.684419524416484,12.684419524416484,12.568701911097834,12.622110366821289,4313855,2023-02-03 00:00:00+11:00
12.568701543597651,12.586504644617788,12.377322452124087,12.4885892868042,3536261,2023-02-06 00:00:00+11:00
12.533096034089565,12.604306739484507,12.346167720203203,12.417378425598145,4373599,2023-02-07 00:00:00+11:00
12.372871811991482,12.515294075012207,12.341717233764589,12.515294075012207,4251154,2023-02-08 00:00:00+11:00
12.524194639945891,12.595405346229276,12.461885484172575,12.4885892868042,2926905,2023-02-09 00:00:00+11:00
12.461885420231425,12.515293874119218,12.377322388616825,12.435181617736816,2769788,2023-02-10 00:00:00+11:00
12.372872517551098,12.426280975341797,12.2482541975372,12.426280975341797,3758718,2023-02-13 00:00:00+11:00
12.461885328694624,12.515293782190115,12.319463917904743,12.417378425598145,3963904,2023-02-14 00:00:00+11:00
12.461885342197231,12.541997598077986,12.355069283989085,12.399576187133789,4447045,2023-02-15 00:00:00+11:00
12.506393565500666,12.720025704467695,12.399577496017152,12.595406532287598,7335593,2023-02-16 00:00:00+11:00
12.461885561248533,12.595405424131046,12.417378657321498,12.524194717407227,8082904,2023-02-17 00:00:00+11:00
12.541998863220215,12.64881493220316,12.444083496645188,12.541998863220215,2470605,2023-02-20 00:00:00+11:00
12.426280207886622,12.56870162133426,12.417378657321498,12.524194717407227,2455783,2023-02-21 00:00:00+11:00
12.399576405089837,12.56870162133426,12.34616795059768,12.524194717407227,3316530,2023-02-22 00:00:00+11:00
12.479689701871493,12.639913380896585,12.444083496645188,12.541998863220215,3280887,2023-02-23 00:00:00+11:00
12.622110199093331,12.622110199093331,12.50194181198636,12.56870174407959,2169100,2023-02-24 00:00:00+11:00
12.488589486008275,12.586504845383702,12.37287187422733,12.56870174407959,2789183,2023-02-27 00:00:00+11:00
12.577603461868177,12.622110366821289,12.50639275350264,12.622110366821289,8391222,2023-02-28 00:00:00+11:00
12.452983933662505,12.524194639945891,12.372871676869051,12.4885892868042,4390819,2023-03-01 00:00:00+11:00
12.452984704368353,12.488590059713635,12.301661731926249,12.39067554473877,6052759,2023-03-02 00:00:00+11:00
12.426280885303907,12.452984689556448,12.35061939917285,12.408477783203125,2449974,2023-03-03 00:00:00+11:00
12.417379454228543,12.541998623442172,12.381774098581596,12.452984809875488,2411982,2023-03-06 00:00:00+11:00
12.399577393623733,12.595406428277059,12.399577393623733,12.533097267150879,3757661,2023-03-07 00:00:00+11:00
12.479689657299483,12.550900369700447,12.452985003475131,12.533097267150879,3624473,2023-03-08 00:00:00+11:00
12.648815051830594,12.666617305713457,12.559801235720286,12.586505889892578,4098328,2023-03-09 00:00:00+11:00
12.550900635628029,12.71112431747568,12.470788370254867,12.648815155029297,5648878,2023-03-10 00:00:00+11:00
12.550899734231114,12.67551805017388,12.488589727361122,12.657715797424316,13644746,2023-03-13 00:00:00+11:00
12.559800360327491,12.67106719826097,12.488589651961954,12.622110366821289,11437106,2023-03-14 00:00:00+11:00
12.68441990306345,12.800137519836426,12.622110743608244,12.800137519836426,9131518,2023-03-15 00:00:00+11:00
12.648813637283016,12.862445753378358,12.626560610193382,12.8268404006958,10670274,2023-03-16 00:00:00+11:00
12.80903864250318,12.826840895081329,12.613208770751953,12.613208770751953,17798859,2023-03-17 00:00:00+11:00
12.541997895669109,12.63101085517201,12.506392542088232,12.559800148010254,4018729,2023-03-20 00:00:00+11:00
12.684419600997964,12.733377281631828,12.631011144952058,12.657715797424316,4100786,2023-03-21 00:00:00+11:00
12.666617409057405,12.684420511984182,12.506393727209753,12.648815155029297,6835328,2023-03-22 00:00:00+11:00
12.550900591336205,12.675518915789196,12.51529523450697,12.639913558959961,5797727,2023-03-23 00:00:00+11:00
12.533097385926187,12.577604293823242,12.417379764953308,12.577604293823242,4346765,2023-03-24 00:00:00+11:00
12.604307097789219,12.666616254556423,12.479688784254813,12.56870174407959,3646693,2023-03-27 00:00:00+11:00
12.515294818931622,12.541998623442172,12.377323323013398,12.452984809875488,5476487,2023-03-28 00:00:00+11:00
12.38177414322568,12.497491761720148,12.31056343167503,12.461886405944824,6075982,2023-03-29 00:00:00+11:00
12.550900635628029,12.706673541743985,12.4440837158647,12.648815155029297,5593569,2023-03-30 00:00:00+11:00
