asx_code,company_name,gics_industry_group,ticker_yf,security_type,is_etf
ZOR,ORDINARY (UNLISTED/LISTED - COSACS),Not Applic,ZOR.AX,Equity,False
ORE,OREZONE GOLD CORPORATION,Materials,ORE.AX,Equity,False
ORI,ORICA LIMITED,Materials,ORI.AX,Equity,False
ORG,ORIGIN ENERGY LIMITED,Utilities,ORG.AX,Equity,False
OEQ,ORION EQUITIES LIMITED,Financial Services,OEQ.AX,Equity,False
ORN,ORION MINERALS LTD,Materials,ORN.AX,Equity,False
ORA,ORORA LIMITED,Materials,ORA.AX,Equity,False
ORP,ORPHEUS URANIUM LIMITED,Materials,ORP.AX,Equity,False
OCC,ORTHOCELL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",OCC.AX,Equity,False
OSM,OSMOND RESOURCES LIMITED,Materials,OSM.AX,Equity,False
OSX,OSTEOPORE LIMITED,Health Care Equipment & Services,OSX.AX,Equity,False
OEL,OTTO ENERGY LIMITED,Energy,OEL.AX,Equity,False
OVT,OVANTI LIMITED,Media & Entertainment,OVT.AX,Equity,False
OZM,OZAURUM RESOURCES LIMITED,Materials,OZM.AX,Equity,False
OZZ,OZZ RESOURCES LIMITED,Materials,OZZ.AX,Equity,False
PGO,PACGOLD LIMITED,Materials,PGO.AX,Equity,False
PAC,PACIFIC CURRENT GROUP LIMITED,Financial Services,PAC.AX,Equity,False
PEB,PACIFIC EDGE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",PEB.AX,Equity,False
PLA,PACIFIC LIME AND CEMENT LIMITED,Materials,PLA.AX,Equity,False
PNM,PACIFIC NICKEL MINES LIMITED,Materials,PNM.AX,Equity,False
PSQ,PACIFIC SMILES GROUP LIMITED,Health Care Equipment & Services,PSQ.AX,Equity,False
PCK,PAINCHEK LTD,Health Care Equipment & Services,PCK.AX,Equity,False
PDN,PALADIN ENERGY LTD,Energy,PDN.AX,Equity,False
PCL,PANCONTINENTAL ENERGY NL,Energy,PCL.AX,Equity,False
PA1,PANORAMA AUTO TRUST 2023-1,Not Applic,PA1.AX,Trust,False
PA3,PANORAMA AUTO TRUST 2023-3,Not Applic,PA3.AX,Trust,False
PA2,PANORAMA AUTO TRUST 2024-1,Not Applic,PA2.AX,Trust,False
PA4,PANORAMA AUTO TRUST 2024-3,Not Applic,PA4.AX,Trust,False
PA5,PANORAMA AUTO TRUST 2025-1,Not Applic,PA5.AX,Trust,False
PFE,PANTERA LITHIUM LIMITED,Materials,PFE.AX,Equity,False
PNT,PANTHER METALS LTD,Materials,PNT.AX,Equity,False
PNR,PANTORO GOLD LIMITED,Materials,PNR.AX,Equity,False
PPY,PAPYRUS AUSTRALIA LIMITED,Materials,PPY.AX,Equity,False
PBL,PARABELLUM RESOURCES LIMITED,Materials,PBL.AX,Equity,False
PAR,PARADIGM BIOPHARMACEUTICALS LIMITED..,"Pharmaceuticals, Biotechnology & Life Sciences",PAR.AX,Equity,False
PGC,PARAGON CARE LIMITED,Health Care Equipment & Services,PGC.AX,Equity,False
PKD,PARKD LTD,Commercial & Professional Services,PKD.AX,Equity,False
PWN,PARKWAY CORPORATE LIMITED,Materials,PWN.AX,Equity,False
PL3,PATAGONIA LITHIUM LTD,Materials,PL3.AX,Equity,False
PSL,PATERSON RESOURCES LTD,Materials,PSL.AX,Equity,False
PKY,PATHKEY.AI LTD,Software & Services,PKY.AX,Equity,False
PAT,PATRIOT RESOURCES LIMITED,Materials,PAT.AX,Equity,False
PTN,PATRONUS RESOURCES LIMITED,Materials,PTN.AX,Equity,False
PAB,PATRYS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",PAB.AX,Equity,False
PC2,PC GOLD LTD,Materials,PC2.AX,Equity,False
PKO,PEAKO LIMITED,Materials,PKO.AX,Equity,False
PLG,PEARL GULL IRON LIMITED,Materials,PLG.AX,Equity,False
PEX,PEEL MINING LIMITED,Materials,PEX.AX,Equity,False
PPC,PEET LIMITED,Real Estate Management & Development,PPC.AX,Equity,False
PCG,PENGANA CAPITAL GROUP LIMITED,Financial Services,PCG.AX,Equity,False
PCX,PENGANA GLOBAL PRIVATE CREDIT TRUST,Not Applic,PCX.AX,Trust,False
PIA,PENGANA INTERNATIONAL EQUITIES LIMITED,Not Applic,PIA.AX,Equity,False
PE1,PENGANA PRIVATE EQUITY TRUST,Not Applic,PE1.AX,Trust,False
PEN,PENINSULA ENERGY LIMITED,Energy,PEN.AX,Equity,False
5GG,PENTANET LIMITED,Telecommunication Services,5GG.AX,Equity,False
PPE,PEOPLEIN LIMITED,Commercial & Professional Services,PPE.AX,Equity,False
PPM,PEPPER MONEY LIMITED,Financial Services,PPM.AX,Equity,False
PP1,PEPPER PRIME 2022-2 TRUST,Not Applic,PP1.AX,Trust,False
PEP,PEPPER RESIDENTIAL SECURITIES TRUST NO. 39,Not Applic,PEP.AX,Trust,False
PR4,PEPPER RESIDENTIAL SECURITIES TRUST NO. 40,Not Applic,PR4.AX,Trust,False
PU6,PEPPER SPARKZ TRUST NO.6,Not Applic,PU6.AX,Trust,False
PU8,PEPPER SPARKZ TRUST NO.8,Not Applic,PU8.AX,Trust,False
PU9,PEPPER SPARKZ TRUST NO.9,Not Applic,PU9.AX,Trust,False
PIL,PEPPERMINT INNOVATION LIMITED,Software & Services,PIL.AX,Equity,False
PER,PERCHERON THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",PER.AX,Equity,False
PGD,PEREGRINE GOLD LTD,Materials,PGD.AX,Equity,False
PRN,PERENTI LIMITED,Materials,PRN.AX,Equity,False
PCI,PERPETUAL CREDIT INCOME TRUST,Not Applic,PCI.AX,Trust,False
PIC,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,Not Applic,PIC.AX,Equity,False
PPT,PERPETUAL LIMITED,Financial Services,PPT.AX,Equity,False
PEC,PERPETUAL RESOURCES LIMITED,Materials,PEC.AX,Equity,False
PRU,PERSEUS MINING LIMITED,Materials,PRU.AX,Equity,False
PWR,PETER WARREN AUTOMOTIVE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,PWR.AX,Equity,False
PTR,PETRATHERM LTD,Materials,PTR.AX,Equity,False
PXA,PEXA GROUP LIMITED,Real Estate Management & Development,PXA.AX,Equity,False
PHX,PHARMX TECHNOLOGIES LIMITED,Software & Services,PHX.AX,Equity,False
PHO,PHOSCO LTD,Materials,PHO.AX,Equity,False
PET,PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED,Commercial & Professional Services,PET.AX,Equity,False
PR2,PICHE RESOURCES LIMITED,Not Applic,PR2.AX,Equity,False
PLS,PILBARA MINERALS LIMITED,Materials,PLS.AX,Equity,False
PGY,PILOT ENERGY LIMITED,Energy,PGY.AX,Equity,False
PNI,PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,Financial Services,PNI.AX,Equity,False
PIM,PINNACLE MINERALS LIMITED,Materials,PIM.AX,Equity,False
PNC,PIONEER CREDIT LIMITED,Financial Services,PNC.AX,Equity,False
PLN,PIONEER LITHIUM LIMITED,Materials,PLN.AX,Equity,False
PVT,PIVOTAL METALS LIMITED,Materials,PVT.AX,Equity,False
PFM,PLATFORMO LTD,Software & Services,PFM.AX,Equity,False
PGM,PLATINA RESOURCES LIMITED,Materials,PGM.AX,Equity,False
PMC,PLATINUM CAPITAL LIMITED,Not Applic,PMC.AX,Equity,False
PL8,PLATO INCOME MAXIMISER LIMITED.,Not Applic,PL8.AX,Equity,False
PLY,PLAYSIDE STUDIOS LIMITED,Media & Entertainment,PLY.AX,Equity,False
PLT,PLENTI GROUP LIMITED,Financial Services,PLT.AX,Equity,False
PGF,PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,Not Applic,PGF.AX,Fund,False
PMT,PMET RESOURCES INC.,Materials,PMT.AX,Equity,False
PVE,PO VALLEY ENERGY LIMITED,Energy,PVE.AX,Equity,False
POD,PODIUM MINERALS LIMITED,Materials,POD.AX,Equity,False
3DP,POINTERRA LIMITED,Software & Services,3DP.AX,Equity,False
PBH,POINTSBET HOLDINGS LIMITED,Consumer Services,PBH.AX,Equity,False
PXX,POLARX LIMITED,Materials,PXX.AX,Equity,False
POL,POLYMETALS RESOURCES LTD,Materials,POL.AX,Equity,False
PNV,POLYNOVO LIMITED,Health Care Equipment & Services,PNV.AX,Equity,False
PNN,POWER MINERALS LIMITED,Materials,PNN.AX,Equity,False
PVL,POWERHOUSE VENTURES LIMITED,Financial Services,PVL.AX,Equity,False
PPK,PPK GROUP LIMITED,Materials,PPK.AX,Equity,False
PPS,PRAEMIUM LIMITED,Software & Services,PPS.AX,Equity,False
PL9,PRAIRIE LITHIUM LIMITED,Materials,PL9.AX,Equity,False
PDI,PREDICTIVE DISCOVERY LIMITED,Materials,PDI.AX,Equity,False
PMV,PREMIER INVESTMENTS LIMITED,Consumer Discretionary Distribution & Retail,PMV.AX,Equity,False
PLC,PREMIER1 LITHIUM LIMITED,Materials,PLC.AX,Equity,False
PTX,PRESCIENT THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",PTX.AX,Equity,False
PTL,PRESTAL HOLDINGS LIMITED,Household & Personal Products,PTL.AX,Equity,False
PFG,PRIME FINANCIAL GROUP LIMITED,Financial Services,PFG.AX,Equity,False
PRG,PRL GLOBAL LTD,Materials,PRG.AX,Equity,False
PME,PRO MEDICUS LIMITED,Health Care Equipment & Services,PME.AX,Equity,False
PPG,PRO-PAC PACKAGING LIMITED,Materials,PPG.AX,Equity,False
PRX,PRODIGY GOLD NL,Materials,PRX.AX,Equity,False
POT,PROGRESS 2017-2 TRUST,Not Applic,POT.AX,Trust,False
POA,PROGRESS 2020-1 TRUST,Not Applic,POA.AX,Trust,False
POB,PROGRESS 2021-1 TRUST,Not Applic,POB.AX,Trust,False
POC,PROGRESS 2022-1 TRUST,Not Applic,POC.AX,Trust,False
POF,PROGRESS 2022-2 TRUST,Not Applic,POF.AX,Trust,False
POE,PROGRESS 2023-1 TRUST,Not Applic,POE.AX,Trust,False
POH,PROGRESS 2023-2 TRUST,Not Applic,POH.AX,Trust,False
POG,PROGRESS 2024-1 TRUST,Not Applic,POG.AX,Trust,False
PGS,PROGRESS 2024-2 TRUST,Not Applic,PGS.AX,Trust,False
PRM,PROMINENCE ENERGY LIMITED,Energy,PRM.AX,Equity,False
PFP,PROPEL FUNERAL PARTNERS LIMITED,Consumer Services,PFP.AX,Equity,False
PRO,PROPHECY INTERNATIONAL HOLDINGS LIMITED,Software & Services,PRO.AX,Equity,False
PRS,PROSPECH LIMITED.,Materials,PRS.AX,Equity,False
PSC,PROSPECT RESOURCES LIMITED,Materials,PSC.AX,Equity,False
PIQ,PROTEOMICS INTERNATIONAL LABORATORIES LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PIQ.AX,Equity,False
PV1,PROVARIS ENERGY LTD,Energy,PV1.AX,Equity,False
PUT,PUMA SERIES 2023-1 TRUST,Not Applic,PUT.AX,Trust,False
PUU,PUMA SERIES 2024-1 TRUST,Not Applic,PUU.AX,Trust,False
PS2,PUMA SERIES 2024-2 TRUST,Not Applic,PS2.AX,Trust,False
PFT,PURE FOODS TASMANIA LIMITED,"Food, Beverage & Tobacco",PFT.AX,Equity,False
PH2,PURE HYDROGEN CORPORATION LIMITED,Energy,PH2.AX,Equity,False
PR1,PURE RESOURCES LIMITED,Materials,PR1.AX,Equity,False
PPL,PUREPROFILE LTD,Media & Entertainment,PPL.AX,Equity,False
PUR,PURSUIT MINERALS LTD,Materials,PUR.AX,Equity,False
PVW,PVW RESOURCES LIMITED,Materials,PVW.AX,Equity,False
PWH,PWR HOLDINGS LIMITED,Automobiles & Components,PWH.AX,Equity,False
PYC,PYC THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",PYC.AX,Equity,False
QAN,QANTAS AIRWAYS LIMITED,Transportation,QAN.AX,Equity,False
QBE,QBE INSURANCE GROUP LIMITED,Insurance,QBE.AX,Equity,False
QEM,QEM LIMITED,Materials,QEM.AX,Equity,False
QML,QMINES LIMITED,Materials,QML.AX,Equity,False
QNB,QNB FINANCE LTD,Not Applic,QNB.AX,Equity,False
QOR,QORIA LIMITED,Software & Services,QOR.AX,Equity,False
QPM,QPM ENERGY LIMITED,Materials,QPM.AX,Equity,False
QAL,QUALITAS LIMITED,Real Estate Management & Development,QAL.AX,Equity,False
QRI,QUALITAS REAL ESTATE INCOME FUND,Financial Services,QRI.AX,Fund,False
QGL,QUANTUM GRAPHITE LIMITED,Materials,QGL.AX,Equity,False
QUB,QUBE HOLDINGS LIMITED,Transportation,QUB.AX,Equity,False
XQL,QUEENSLAND TREASURY CORPORATION,Not Applic,XQL.AX,Equity,False
QUE,QUESTE COMMUNICATIONS LIMITED,Financial Services,QUE.AX,Equity,False
QFE,QUICKFEE LIMITED,Financial Services,QFE.AX,Equity,False
QXR,QX RESOURCES LIMITED,Materials,QXR.AX,Equity,False
RAC,RACE ONCOLOGY LTD,"Pharmaceuticals, Biotechnology & Life Sciences",RAC.AX,Equity,False
RAD,RADIOPHARM THERANOSTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",RAD.AX,Equity,False
RAG,RAGNAR METALS LIMITED,Materials,RAG.AX,Equity,False
RAS,RAGUSA MINERALS LTD,Materials,RAS.AX,Equity,False
RDN,RAIDEN RESOURCES LIMITED,Materials,RDN.AX,Equity,False
RZI,RAIZ INVEST LIMITED,Financial Services,RZI.AX,Equity,False
REP,RAM ESSENTIAL SERVICES PROPERTY FUND,Equity Real Estate Investment Trusts (REITs),REP.AX,Fund,False
RAM,RAM INCOME CAPITAL LTD,Not Applic,RAM.AX,Equity,False
RMS,RAMELIUS RESOURCES LIMITED,Materials,RMS.AX,Equity,False
RHC,RAMSAY HEALTH CARE LIMITED,Health Care Equipment & Services,RHC.AX,Equity,False
RND,RAND MINING LIMITED,Materials,RND.AX,Equity,False
RAN,RANGE INTERNATIONAL LIMITED,Materials,RAN.AX,Equity,False
RCM,RAPID CRITICAL METALS LIMITED,Materials,RCM.AX,Equity,False
REE,RAREX LIMITED,Materials,REE.AX,Equity,False
RTH,RAS TECHNOLOGY HOLDINGS LIMITED,Commercial & Professional Services,RTH.AX,Equity,False
RBR,RBR GROUP LIMITED,Materials,RBR.AX,Equity,False
REA,REA GROUP LTD,Media & Entertainment,REA.AX,Equity,False
RR1,REACH RESOURCES LIMITED,Materials,RR1.AX,Equity,False
RCL,READCLOUD LIMITED,Software & Services,RCL.AX,Equity,False
RDY,READYTECH HOLDINGS LIMITED,Software & Services,RDY.AX,Equity,False
RCE,RECCE PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",RCE.AX,Equity,False
REC,RECHARGE METALS LIMITED,Materials,REC.AX,Equity,False
RKN,RECKON LIMITED,Software & Services,RKN.AX,Equity,False
RFT,RECTIFIER TECHNOLOGIES LTD,Capital Goods,RFT.AX,Equity,False
RHI,RED HILL MINERALS LIMITED,Materials,RHI.AX,Equity,False
RDM,RED METAL LIMITED,Materials,RDM.AX,Equity,False
RMX,RED MOUNTAIN MINING LIMITED,Materials,RMX.AX,Equity,False
ROG,RED SKY ENERGY LIMITED.,Energy,ROG.AX,Equity,False
RC1,REDCASTLE RESOURCES LIMITED,Materials,RC1.AX,Equity,False
RIL,REDIVIUM LIMITED,Materials,RIL.AX,Equity,False
RDX,REDOX LIMITED,Capital Goods,RDX.AX,Equity,False
RDS,REDSTONE RESOURCES LIMITED,Materials,RDS.AX,Equity,False
REH,REECE LIMITED,Capital Goods,REH.AX,Equity,False
RLC,REEDY LAGOON CORPORATION LIMITED,Materials,RLC.AX,Equity,False
RCT,REEF CASINO TRUST,Consumer Services,RCT.AX,Trust,False
RG8,REGAL ASIAN INVESTMENTS LIMITED,Not Applic,RG8.AX,Equity,False
RF1,REGAL INVESTMENT FUND,Not Applic,RF1.AX,Fund,False
RPL,REGAL PARTNERS LIMITED,Financial Services,RPL.AX,Equity,False
R8R,REGENER8 RESOURCES NL,Materials,R8R.AX,Equity,False
RGN,REGION GROUP,Equity Real Estate Investment Trusts (REITs),RGN.AX,Equity,False
REG,REGIS HEALTHCARE LIMITED,Health Care Equipment & Services,REG.AX,Equity,False
RRL,REGIS RESOURCES LIMITED,Materials,RRL.AX,Equity,False
RWC,RELIANCE WORLDWIDE CORPORATION LIMITED,Capital Goods,RWC.AX,Equity,False
REM,REMSENSE TECHNOLOGIES LIMITED,Capital Goods,REM.AX,Equity,False
RNU,RENASCOR RESOURCES LIMITED,Materials,RNU.AX,Equity,False
RNX,RENEGADE EXPLORATION LIMITED,Materials,RNX.AX,Equity,False
RLT,RENERGEN LIMITED,Energy,RLT.AX,Equity,False
RNV,RENERVE LIMITED,Health Care Equipment & Services,RNV.AX,Equity,False
RNT,RENT.COM.AU LIMITED,Media & Entertainment,RNT.AX,Equity,False
RMC,RESIMAC GROUP LTD,Financial Services,RMC.AX,Equity,False
RA2,RESIMAC PREMIER SERIES 2020-1,Not Applic,RA2.AX,Equity,False
RA3,RESIMAC SERIES 2024-1NC,Not Applic,RA3.AX,Equity,False
RMD,RESMED INC,Health Care Equipment & Services,RMD.AX,Equity,False
RSG,RESOLUTE MINING LIMITED,Materials,RSG.AX,Equity,False
RML,RESOLUTION MINERALS LTD,Materials,RML.AX,Equity,False
RHT,RESONANCE HEALTH LIMITED,Health Care Equipment & Services,RHT.AX,Equity,False
RBX,RESOURCE BASE LIMITED.,Materials,RBX.AX,Equity,False
RMI,RESOURCE MINERALS INTERNATIONAL LTD,Materials,RMI.AX,Equity,False
REZ,RESOURCES & ENERGY GROUP LIMITED,Materials,REZ.AX,Equity,False
RAU,RESOURO STRATEGIC METALS INC.,Materials,RAU.AX,Equity,False
RBD,RESTAURANT BRANDS NEW ZEALAND LIMITED,Consumer Services,RBD.AX,Equity,False
RFG,RETAIL FOOD GROUP LIMITED,Consumer Services,RFG.AX,Equity,False
REV,REVOLUTION PRIVATE CREDIT INCOME TRUST,Not Applic,REV.AX,Trust,False
RRR,REVOLVER RESOURCES HOLDINGS LTD,Materials,RRR.AX,Equity,False
RWD,REWARD MINERALS LTD,Materials,RWD.AX,Equity,False
RHY,RHYTHM BIOSCIENCES LIMITED,Health Care Equipment & Services,RHY.AX,Equity,False
SGL,RICEGROWERS LIMITED,"Food, Beverage & Tobacco",SGL.AX,Equity,False
RVT,RICHMOND VANADIUM TECHNOLOGY LIMITED,Materials,RVT.AX,Equity,False
RIC,RIDLEY CORPORATION LIMITED,"Food, Beverage & Tobacco",RIC.AX,Equity,False
RIE,RIEDEL RESOURCES LIMITED,Materials,RIE.AX,Equity,False
RRE,RIGHT RESOURCES LIMITED,Class Pend,RRE.AX,Equity,False
RIM,RIMFIRE PACIFIC MINING LIMITED,Materials,RIM.AX,Equity,False
RCR,RINCON RESOURCES LIMITED,Materials,RCR.AX,Equity,False
RIO,RIO TINTO LIMITED,Materials,RIO.AX,Equity,False
RIV,RIVCO AUSTRALIA LTD,Utilities,RIV.AX,Equity,False
RGL,RIVERSGOLD LIMITED,Materials,RGL.AX,Equity,False
RLF,RLF AGTECH LTD,Materials,RLF.AX,Equity,False
RMY,RMA GLOBAL LIMITED,Media & Entertainment,RMY.AX,Equity,False
RXR,ROBEX RESOURCES INC.,Materials,RXR.AX,Equity,False
ROC,ROCKETBOOTS LIMITED,Software & Services,ROC.AX,Equity,False
RKT,ROCKETDNA LTD.,Technology Hardware & Equipment,RKT.AX,Equity,False
RKB,ROKEBY RESOURCES LIMITED,Materials,RKB.AX,Equity,False
RON,RONIN RESOURCES LTD,Materials,RON.AX,Equity,False
RLG,ROOLIFE GROUP LTD,Media & Entertainment,RLG.AX,Equity,False
RXL,ROX RESOURCES LIMITED,Materials,RXL.AX,Equity,False
RPM,RPM AUTOMOTIVE GROUP LIMITED,Automobiles & Components,RPM.AX,Equity,False
RUL,RPMGLOBAL HOLDINGS LIMITED,Software & Services,RUL.AX,Equity,False
RTG,RTG MINING INC.,Materials,RTG.AX,Equity,False
RWL,RUBICON WATER LIMITED,Technology Hardware & Equipment,RWL.AX,Equity,False
RB6,RUBIX RESOURCES LIMITED,Materials,RB6.AX,Equity,False
RTR,RUMBLE RESOURCES LIMITED,Materials,RTR.AX,Equity,False
RFF,RURAL FUNDS GROUP,Equity Real Estate Investment Trusts (REITs),RFF.AX,Fund,False
RYD,RYDER CAPITAL LIMITED,Not Applic,RYD.AX,Equity,False
RYM,RYMAN HEALTHCARE LIMITED,Health Care Equipment & Services,RYM.AX,Equity,False
RYZ,RYZON MATERIALS LIMITED,Materials,RYZ.AX,Equity,False
S2R,S2 RESOURCES LTD,Materials,S2R.AX,Equity,False
SBR,SABRE RESOURCES LIMITED,Materials,SBR.AX,Equity,False
SRH,SAFEROADS HOLDINGS LIMITED,Transportation,SRH.AX,Equity,False
SAN,SAGALIO ENERGY LIMITED,Energy,SAN.AX,Equity,False
SB2,SALTER BROTHERS EMERGING COMPANIES LIMITED,Not Applic,SB2.AX,Equity,False
SFR,SANDFIRE RESOURCES LIMITED,Materials,SFR.AX,Equity,False
SNC,SANDON CAPITAL INVESTMENTS LIMITED,Not Applic,SNC.AX,Equity,False
SFM,SANTA FE MINERALS LTD,Materials,SFM.AX,Equity,False
SMI,SANTANA MINERALS LIMITED,Materials,SMI.AX,Equity,False
SFV,SANTOS FINANCE LIMITED,Not Applic,SFV.AX,Equity,False
STO,SANTOS LIMITED,Energy,STO.AX,Equity,False
SP4,SAPPHIRE XXIX SERIES 2024-1 TRUST,Not Applic,SP4.AX,Trust,False
SP5,SAPPHIRE XXX SERIES 2024-2 TRUST,Not Applic,SP5.AX,Trust,False
SP6,SAPPHIRE XXXI SERIES 2024-3 TRUST,Not Applic,SP6.AX,Trust,False
SRR,SARAMA RESOURCES LTD,Materials,SRR.AX,Equity,False
SGA,SARYTOGAN GRAPHITE LIMITED,Materials,SGA.AX,Equity,False
STN,SATURN METALS LIMITED,Materials,STN.AX,Equity,False
SND,SAUNDERS INTERNATIONAL LIMITED,Capital Goods,SND.AX,Equity,False
SVG,SAVANNAH GOLDFIELDS LIMITED,Materials,SVG.AX,Equity,False
SCP,SCALARE PARTNERS HOLDINGS LIMITED,Financial Services,SCP.AX,Equity,False
SCG,SCENTRE GROUP,Equity Real Estate Investment Trusts (REITs),SCG.AX,Equity,False
SCW,SCENTRE GROUP TRUST 1,Equity Real Estate Investment Trusts (REITs),SCW.AX,Trust,False
SCA,SCENTRE GROUP TRUST 1 AND SCENTRE GROUP TRUST 2,Not Applic,SCA.AX,Trust,False
SFC,SCHAFFER CORPORATION LIMITED,Automobiles & Components,SFC.AX,Equity,False
SDV,SCIDEV LTD,Materials,SDV.AX,Equity,False
SCN,SCORPION MINERALS LIMITED,Materials,SCN.AX,Equity,False
SCT,SCOUT SECURITY LIMITED,Consumer Services,SCT.AX,Equity,False
SDI,SDI LIMITED,Health Care Equipment & Services,SDI.AX,Equity,False
SFG,SEAFARMS GROUP LIMITED,"Food, Beverage & Tobacco",SFG.AX,Equity,False
SEK,SEEK LIMITED,Media & Entertainment,SEK.AX,Equity,False
SHV,SELECT HARVESTS LIMITED,"Food, Beverage & Tobacco",SHV.AX,Equity,False
SEN,SENETAS CORPORATION LIMITED,Technology Hardware & Equipment,SEN.AX,Equity,False
SNS,SENSEN NETWORKS LIMITED,Software & Services,SNS.AX,Equity,False
SNM,SENTINEL METALS LIMITED,Class Pend,SNM.AX,Equity,False
SEQ,SEQUOIA FINANCIAL GROUP LTD,Financial Services,SEQ.AX,Equity,False
BA2,SERIES 2019-1 REDS TRUST,Not Applic,BA2.AX,Trust,False
WE1,SERIES 2019-1 WST TRUST,Not Applic,WE1.AX,Trust,False
WB1,SERIES 2020-1 WST TRUST,Not Applic,WB1.AX,Trust,False
WSE,SERIES 2021-1 WST TRUST,Not Applic,WSE.AX,Trust,False
WS1,SERIES 2024-1 WST TRUST,Not Applic,WS1.AX,Trust,False
WS2,SERIES 2024-2 WST TRUST,Not Applic,WS2.AX,Trust,False
SKO,SERKO LIMITED,Software & Services,SKO.AX,Equity,False
SRV,SERVCORP LIMITED,Real Estate Management & Development,SRV.AX,Equity,False
SSM,SERVICE STREAM LIMITED,Capital Goods,SSM.AX,Equity,False
SWM,SEVEN WEST MEDIA LIMITED,Media & Entertainment,SWM.AX,Equity,False
SGH,SGH LIMITED,Capital Goods,SGH.AX,Equity,False
SHA,SHAPE AUSTRALIA CORPORATION LIMITED,Capital Goods,SHA.AX,Equity,False
SSG,SHAVER SHOP GROUP LIMITED,Consumer Discretionary Distribution & Retail,SSG.AX,Equity,False
SFX,SHEFFIELD RESOURCES LIMITED,Materials,SFX.AX,Equity,False
SHJ,SHINE JUSTICE LTD,Consumer Services,SHJ.AX,Equity,False
SHZ,SHINHAN BANK.,Not Applic,SHZ.AX,Equity,False
SC1,"SHINHAN CARD CO., LTD.",Not Applic,SC1.AX,Equity,False
SHM,SHRIRO HOLDINGS LIMITED,Consumer Durables & Apparel,SHM.AX,Equity,False
SNX,SIERRA NEVADA GOLD INC.,Materials,SNX.AX,Equity,False
SSL,SIETEL LIMITED,Real Estate Management & Development,SSL.AX,Equity,False
SIG,SIGMA HEALTHCARE LIMITED,Health Care Equipment & Services,SIG.AX,Equity,False
SLX,SILEX SYSTEMS LIMITED,Capital Goods,SLX.AX,Equity,False
SVL,SILVER MINES LIMITED,Materials,SVL.AX,Equity,False
SIS,SIMBLE SOLUTIONS LIMITED,Software & Services,SIS.AX,Equity,False
SIO,SIMONDS GROUP LIMITED,Consumer Durables & Apparel,SIO.AX,Equity,False
SGM,SIMS LIMITED,Materials,SGM.AX,Equity,False
SHG,SINGULAR HEALTH GROUP LTD,Health Care Equipment & Services,SHG.AX,Equity,False
SNG,SIREN GOLD LIMITED,Materials,SNG.AX,Equity,False
SDR,SITEMINDER LIMITED,Software & Services,SDR.AX,Equity,False
SIV,SIV CAPITAL LIMITED,Capital Goods,SIV.AX,Equity,False
SKN,SKIN ELEMENTS LIMITED,Household & Personal Products,SKN.AX,Equity,False
SKS,SKS TECHNOLOGIES GROUP LIMITED,Capital Goods,SKS.AX,Equity,False
SKY,SKY METALS LIMITED,Materials,SKY.AX,Equity,False
SKT,SKY NETWORK TELEVISION LIMITED.,Media & Entertainment,SKT.AX,Equity,False
SKC,SKYCITY ENTERTAINMENT GROUP LIMITED,Consumer Services,SKC.AX,Equity,False
SKM,SKYLARK MINERALS LIMITED,Materials,SKM.AX,Equity,False
SPZ,SMART PARKING LIMITED,Commercial & Professional Services,SPZ.AX,Equity,False
SIQ,SMARTGROUP CORPORATION LTD,Commercial & Professional Services,SIQ.AX,Equity,False
SMP,SMARTPAY HOLDINGS LIMITED,Financial Services,SMP.AX,Equity,False
SOC,SOCO CORPORATION LTD,Software & Services,SOC.AX,Equity,False
SLA,SOLARA MINERALS LTD,Materials,SLA.AX,Equity,False
SLM,SOLIS MINERALS LTD.,Materials,SLM.AX,Equity,False
SLS,SOLSTICE MINERALS LIMITED,Materials,SLS.AX,Equity,False
SVR,SOLVAR LIMITED,Financial Services,SVR.AX,Equity,False
SMM,SOMERSET MINERALS LIMITED,Materials,SMM.AX,Equity,False
SOM,SOMNOMED LIMITED,Health Care Equipment & Services,SOM.AX,Equity,False
SHL,SONIC HEALTHCARE LIMITED,Health Care Equipment & Services,SHL.AX,Equity,False
SHP,SOUTH HARZ POTASH LTD,Materials,SHP.AX,Equity,False
S32,SOUTH32 LIMITED,Materials,S32.AX,Equity,False
SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,Capital Goods,SXE.AX,Equity,False
SX2,SOUTHERN CROSS GOLD CONSOLIDATED LTD.,Materials,SX2.AX,Equity,False
